date,role_bucket,requirement_type,requirement,count,total
2026-05-25,help_desk_it_admin,degree,bachelor,198,593
2026-05-25,help_desk_it_admin,degree,high_school,89,593
2026-05-25,help_desk_it_admin,degree,associate,88,593
2026-05-25,help_desk_it_admin,degree,equivalent,11,593
2026-05-25,help_desk_it_admin,remote,unspecified,593,593
2026-05-25,junior_soc,cert,CySA+,14,49
2026-05-25,junior_soc,cert,CISSP,11,49
2026-05-25,junior_soc,cert,Security+,8,49
2026-05-25,junior_soc,cert,CCNA,8,49
2026-05-25,junior_soc,cert,GSEC,7,49
2026-05-25,junior_soc,cert,GCIH,5,49
2026-05-25,junior_soc,cert,GCIA,5,49
2026-05-25,junior_soc,cert,CCNP,5,49
2026-05-25,junior_soc,cert,CISM,3,49
2026-05-25,junior_soc,cert,CISA,2,49
2026-05-25,junior_soc,cert,PenTest+,1,49
2026-05-25,junior_soc,cert,OSCP,1,49
2026-05-25,junior_soc,cert,GPEN,1,49
2026-05-25,junior_soc,cert,Splunk Core Certified User,1,49
2026-05-25,junior_soc,cert,GMON,1,49
2026-05-25,junior_soc,skill,Splunk,10,49
2026-05-25,junior_soc,skill,Linux,8,49
2026-05-25,junior_soc,skill,TCP/IP,7,49
2026-05-25,junior_soc,skill,PowerShell,7,49
2026-05-25,junior_soc,skill,Python,7,49
2026-05-25,junior_soc,skill,Microsoft Sentinel,7,49
2026-05-25,junior_soc,skill,Office 365 / M365,5,49
2026-05-25,junior_soc,skill,Active Directory,3,49
2026-05-25,junior_soc,skill,QRadar,2,49
2026-05-25,junior_soc,skill,Bash,2,49
2026-05-25,junior_soc,skill,SentinelOne,2,49
2026-05-25,junior_soc,skill,CrowdStrike,1,49
2026-05-25,junior_soc,skill,Wireshark,1,49
2026-05-25,junior_soc,skill,Microsoft Defender,1,49
2026-05-25,junior_soc,yoe_bucket,0,2,16
2026-05-25,junior_soc,yoe_bucket,1-2,5,16
2026-05-25,junior_soc,yoe_bucket,3-5,9,16
2026-05-25,junior_soc,degree,high_school,2,49
2026-05-25,junior_soc,degree,bachelor,31,49
2026-05-25,junior_soc,degree,associate,3,49
2026-05-25,junior_soc,remote,unspecified,49,49
2026-05-25,help_desk_it_admin,cert,A+,89,593
2026-05-25,help_desk_it_admin,cert,ITIL,48,593
2026-05-25,help_desk_it_admin,cert,CCNA,38,593
2026-05-25,help_desk_it_admin,cert,Security+,24,593
2026-05-25,help_desk_it_admin,cert,Network+,18,593
2026-05-25,help_desk_it_admin,cert,MCSE,10,593
2026-05-25,help_desk_it_admin,cert,MCSA,6,593
2026-05-25,help_desk_it_admin,cert,CCNP,6,593
2026-05-25,help_desk_it_admin,cert,RHCSA,4,593
2026-05-25,help_desk_it_admin,cert,GSEC,4,593
2026-05-25,help_desk_it_admin,cert,CISSP,3,593
2026-05-25,help_desk_it_admin,cert,CompTIA Linux+,2,593
2026-05-25,help_desk_it_admin,cert,HDI Desktop Support Technician,1,593
2026-05-25,help_desk_it_admin,cert,CISA,1,593
2026-05-25,help_desk_it_admin,cert,GCIA,1,593
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,198,593
2026-05-25,help_desk_it_admin,skill,Active Directory,197,593
2026-05-25,help_desk_it_admin,skill,Linux,90,593
2026-05-25,help_desk_it_admin,skill,TCP/IP,82,593
2026-05-25,help_desk_it_admin,skill,VMware,62,593
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),61,593
2026-05-25,help_desk_it_admin,skill,PowerShell,48,593
2026-05-25,help_desk_it_admin,skill,Group Policy,32,593
2026-05-25,help_desk_it_admin,skill,Python,28,593
2026-05-25,help_desk_it_admin,skill,Bash,25,593
2026-05-25,help_desk_it_admin,skill,Splunk,10,593
2026-05-25,help_desk_it_admin,skill,Wireshark,9,593
2026-05-25,help_desk_it_admin,skill,CrowdStrike,4,593
2026-05-25,help_desk_it_admin,skill,SentinelOne,4,593
2026-05-25,help_desk_it_admin,skill,Microsoft Defender,2,593
2026-05-25,help_desk_it_admin,yoe_bucket,3-5,52,181
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,111,181
2026-05-25,help_desk_it_admin,yoe_bucket,0,10,181
2026-05-25,help_desk_it_admin,yoe_bucket,6+,8,181
2026-05-25,help_desk_it_admin,degree,bachelor,198,593
2026-05-25,help_desk_it_admin,degree,high_school,89,593
2026-05-25,help_desk_it_admin,degree,associate,88,593
2026-05-25,help_desk_it_admin,degree,equivalent,11,593
2026-05-25,help_desk_it_admin,remote,unspecified,593,593
2026-05-25,junior_soc,cert,CySA+,14,49
2026-05-25,junior_soc,cert,CISSP,11,49
2026-05-25,junior_soc,cert,Security+,8,49
2026-05-25,junior_soc,cert,CCNA,8,49
2026-05-25,junior_soc,cert,GSEC,7,49
2026-05-25,junior_soc,cert,GCIH,5,49
2026-05-25,junior_soc,cert,GCIA,5,49
2026-05-25,junior_soc,cert,CCNP,5,49
2026-05-25,junior_soc,cert,CISM,3,49
2026-05-25,junior_soc,cert,CISA,2,49
2026-05-25,junior_soc,cert,PenTest+,1,49
2026-05-25,junior_soc,cert,OSCP,1,49
2026-05-25,junior_soc,cert,GPEN,1,49
2026-05-25,junior_soc,cert,Splunk Core Certified User,1,49
2026-05-25,junior_soc,cert,GMON,1,49
2026-05-25,junior_soc,skill,Splunk,10,49
2026-05-25,junior_soc,skill,Linux,8,49
2026-05-25,junior_soc,skill,TCP/IP,7,49
2026-05-25,junior_soc,skill,PowerShell,7,49
2026-05-25,junior_soc,skill,Python,7,49
2026-05-25,junior_soc,skill,Microsoft Sentinel,7,49
2026-05-25,junior_soc,skill,Office 365 / M365,5,49
2026-05-25,junior_soc,skill,Active Directory,3,49
2026-05-25,junior_soc,skill,QRadar,2,49
2026-05-25,junior_soc,skill,Bash,2,49
2026-05-25,junior_soc,skill,SentinelOne,2,49
2026-05-25,junior_soc,skill,CrowdStrike,1,49
2026-05-25,junior_soc,skill,Wireshark,1,49
2026-05-25,junior_soc,skill,Microsoft Defender,1,49
2026-05-25,junior_soc,yoe_bucket,0,2,16
2026-05-25,junior_soc,yoe_bucket,1-2,5,16
2026-05-25,junior_soc,yoe_bucket,3-5,9,16
2026-05-25,junior_soc,degree,high_school,2,49
2026-05-25,junior_soc,degree,bachelor,31,49
2026-05-25,junior_soc,degree,associate,3,49
2026-05-25,junior_soc,remote,unspecified,49,49
2026-05-25,help_desk_it_admin,cert,A+,89,593
2026-05-25,help_desk_it_admin,cert,ITIL,48,593
2026-05-25,help_desk_it_admin,cert,CCNA,38,593
2026-05-25,help_desk_it_admin,cert,Security+,24,593
2026-05-25,help_desk_it_admin,cert,Network+,18,593
2026-05-25,help_desk_it_admin,cert,MCSE,10,593
2026-05-25,help_desk_it_admin,cert,MCSA,6,593
2026-05-25,help_desk_it_admin,cert,CCNP,6,593
2026-05-25,help_desk_it_admin,cert,RHCSA,4,593
2026-05-25,help_desk_it_admin,cert,GSEC,4,593
2026-05-25,help_desk_it_admin,cert,CISSP,3,593
2026-05-25,help_desk_it_admin,cert,CompTIA Linux+,2,593
2026-05-25,help_desk_it_admin,cert,HDI Desktop Support Technician,1,593
2026-05-25,help_desk_it_admin,cert,CISA,1,593
2026-05-25,help_desk_it_admin,cert,GCIA,1,593
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,198,593
2026-05-25,help_desk_it_admin,skill,Active Directory,197,593
2026-05-25,help_desk_it_admin,skill,Linux,90,593
2026-05-25,help_desk_it_admin,skill,TCP/IP,82,593
2026-05-25,help_desk_it_admin,skill,VMware,62,593
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),61,593
2026-05-25,help_desk_it_admin,skill,PowerShell,48,593
2026-05-25,help_desk_it_admin,skill,Group Policy,32,593
2026-05-25,help_desk_it_admin,skill,Python,28,593
2026-05-25,help_desk_it_admin,skill,Bash,25,593
2026-05-25,help_desk_it_admin,skill,Splunk,10,593
2026-05-25,help_desk_it_admin,skill,Wireshark,9,593
2026-05-25,help_desk_it_admin,skill,CrowdStrike,4,593
2026-05-25,help_desk_it_admin,skill,SentinelOne,4,593
2026-05-25,help_desk_it_admin,skill,Microsoft Defender,2,593
2026-05-25,help_desk_it_admin,yoe_bucket,3-5,52,181
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,111,181
2026-05-25,help_desk_it_admin,yoe_bucket,0,10,181
2026-05-25,help_desk_it_admin,yoe_bucket,6+,8,181
2026-05-25,help_desk_it_admin,degree,bachelor,198,593
2026-05-25,help_desk_it_admin,degree,high_school,89,593
2026-05-25,help_desk_it_admin,degree,associate,88,593
2026-05-25,help_desk_it_admin,degree,equivalent,11,593
2026-05-25,help_desk_it_admin,remote,unspecified,593,593
2026-05-25,junior_soc,cert,CySA+,14,48
2026-05-25,junior_soc,cert,CISSP,11,48
2026-05-25,junior_soc,cert,Security+,8,48
2026-05-25,junior_soc,cert,CCNA,8,48
2026-05-25,junior_soc,cert,GSEC,7,48
2026-05-25,junior_soc,cert,GCIH,5,48
2026-05-25,junior_soc,cert,GCIA,5,48
2026-05-25,junior_soc,cert,CCNP,5,48
2026-05-25,junior_soc,cert,CISM,3,48
2026-05-25,junior_soc,cert,CISA,2,48
2026-05-25,junior_soc,cert,PenTest+,1,48
2026-05-25,junior_soc,cert,OSCP,1,48
2026-05-25,junior_soc,cert,GPEN,1,48
2026-05-25,junior_soc,cert,Splunk Core Certified User,1,48
2026-05-25,junior_soc,cert,GMON,1,48
2026-05-25,junior_soc,skill,Splunk,10,48
2026-05-25,junior_soc,skill,Linux,8,48
2026-05-25,junior_soc,skill,TCP/IP,7,48
2026-05-25,junior_soc,skill,PowerShell,7,48
2026-05-25,junior_soc,skill,Python,7,48
2026-05-25,junior_soc,skill,Microsoft Sentinel,7,48
2026-05-25,junior_soc,skill,Office 365 / M365,5,48
2026-05-25,junior_soc,skill,Active Directory,3,48
2026-05-25,junior_soc,skill,QRadar,2,48
2026-05-25,junior_soc,skill,Bash,2,48
2026-05-25,junior_soc,skill,SentinelOne,2,48
2026-05-25,junior_soc,skill,CrowdStrike,1,48
2026-05-25,junior_soc,skill,Wireshark,1,48
2026-05-25,junior_soc,skill,Microsoft Defender,1,48
2026-05-25,junior_soc,yoe_bucket,0,2,16
2026-05-25,junior_soc,yoe_bucket,1-2,5,16
2026-05-25,junior_soc,yoe_bucket,3-5,9,16
2026-05-25,junior_soc,degree,high_school,2,48
2026-05-25,junior_soc,degree,bachelor,31,48
2026-05-25,junior_soc,degree,associate,2,48
2026-05-25,junior_soc,remote,unspecified,48,48
2026-05-25,help_desk_it_admin,cert,A+,88,553
2026-05-25,help_desk_it_admin,cert,ITIL,44,553
2026-05-25,help_desk_it_admin,cert,CCNA,26,553
2026-05-25,help_desk_it_admin,cert,Security+,22,553
2026-05-25,help_desk_it_admin,cert,Network+,17,553
2026-05-25,help_desk_it_admin,cert,MCSE,10,553
2026-05-25,help_desk_it_admin,cert,MCSA,6,553
2026-05-25,help_desk_it_admin,cert,CCNP,4,553
2026-05-25,help_desk_it_admin,cert,RHCSA,4,553
2026-05-25,help_desk_it_admin,cert,GSEC,4,553
2026-05-25,help_desk_it_admin,cert,CISSP,2,553
2026-05-25,help_desk_it_admin,cert,CompTIA Linux+,2,553
2026-05-25,help_desk_it_admin,cert,HDI Desktop Support Technician,1,553
2026-05-25,help_desk_it_admin,cert,AWS Certified Cloud Practitioner,1,553
2026-05-25,help_desk_it_admin,cert,RHCE,1,553
2026-05-25,help_desk_it_admin,skill,Active Directory,188,553
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,188,553
2026-05-25,help_desk_it_admin,skill,Linux,82,553
2026-05-25,help_desk_it_admin,skill,TCP/IP,72,553
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),60,553
2026-05-25,help_desk_it_admin,skill,VMware,56,553
2026-05-25,help_desk_it_admin,skill,PowerShell,44,553
2026-05-25,help_desk_it_admin,skill,Group Policy,30,553
2026-05-25,help_desk_it_admin,skill,Python,28,553
2026-05-25,help_desk_it_admin,skill,Bash,24,553
2026-05-25,help_desk_it_admin,skill,Splunk,9,553
2026-05-25,help_desk_it_admin,skill,Wireshark,7,553
2026-05-25,help_desk_it_admin,skill,CrowdStrike,3,553
2026-05-25,help_desk_it_admin,skill,SentinelOne,3,553
2026-05-25,help_desk_it_admin,skill,Microsoft Defender,2,553
2026-05-25,help_desk_it_admin,yoe_bucket,3-5,50,175
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,107,175
2026-05-25,help_desk_it_admin,yoe_bucket,0,10,175
2026-05-25,help_desk_it_admin,yoe_bucket,6+,8,175
2026-05-25,help_desk_it_admin,degree,bachelor,178,553
2026-05-25,help_desk_it_admin,degree,high_school,86,553
2026-05-25,help_desk_it_admin,degree,associate,85,553
2026-05-25,help_desk_it_admin,degree,equivalent,11,553
2026-05-25,help_desk_it_admin,remote,unspecified,553,553
2026-05-25,junior_soc,cert,CySA+,14,48
2026-05-25,junior_soc,cert,CISSP,11,48
2026-05-25,junior_soc,cert,Security+,8,48
2026-05-25,junior_soc,cert,CCNA,8,48
2026-05-25,junior_soc,cert,GSEC,7,48
2026-05-25,junior_soc,cert,GCIH,5,48
2026-05-25,junior_soc,cert,GCIA,5,48
2026-05-25,junior_soc,cert,CCNP,5,48
2026-05-25,junior_soc,cert,CISM,3,48
2026-05-25,junior_soc,cert,CISA,2,48
2026-05-25,junior_soc,cert,PenTest+,1,48
2026-05-25,junior_soc,cert,OSCP,1,48
2026-05-25,junior_soc,cert,GPEN,1,48
2026-05-25,junior_soc,cert,Splunk Core Certified User,1,48
2026-05-25,junior_soc,cert,GMON,1,48
2026-05-25,junior_soc,skill,Splunk,10,48
2026-05-25,junior_soc,skill,Linux,8,48
2026-05-25,junior_soc,skill,TCP/IP,7,48
2026-05-25,junior_soc,skill,PowerShell,7,48
2026-05-25,junior_soc,skill,Python,7,48
2026-05-25,junior_soc,skill,Microsoft Sentinel,7,48
2026-05-25,junior_soc,skill,Office 365 / M365,5,48
2026-05-25,junior_soc,skill,Active Directory,3,48
2026-05-25,junior_soc,skill,QRadar,2,48
2026-05-25,junior_soc,skill,Bash,2,48
2026-05-25,junior_soc,skill,SentinelOne,2,48
2026-05-25,junior_soc,skill,CrowdStrike,1,48
2026-05-25,junior_soc,skill,Wireshark,1,48
2026-05-25,junior_soc,skill,Microsoft Defender,1,48
2026-05-25,junior_soc,yoe_bucket,0,2,16
2026-05-25,junior_soc,yoe_bucket,1-2,5,16
2026-05-25,junior_soc,yoe_bucket,3-5,9,16
2026-05-25,junior_soc,degree,high_school,2,48
2026-05-25,junior_soc,degree,bachelor,31,48
2026-05-25,junior_soc,degree,associate,2,48
2026-05-25,junior_soc,remote,unspecified,48,48
2026-05-25,help_desk_it_admin,cert,A+,88,552
2026-05-25,help_desk_it_admin,cert,ITIL,44,552
2026-05-25,help_desk_it_admin,cert,CCNA,26,552
2026-05-25,help_desk_it_admin,cert,Security+,22,552
2026-05-25,help_desk_it_admin,cert,Network+,17,552
2026-05-25,help_desk_it_admin,cert,MCSE,10,552
2026-05-25,help_desk_it_admin,cert,MCSA,6,552
2026-05-25,help_desk_it_admin,cert,CCNP,4,552
2026-05-25,help_desk_it_admin,cert,RHCSA,4,552
2026-05-25,help_desk_it_admin,cert,GSEC,4,552
2026-05-25,help_desk_it_admin,cert,CISSP,2,552
2026-05-25,help_desk_it_admin,cert,CompTIA Linux+,2,552
2026-05-25,help_desk_it_admin,cert,HDI Desktop Support Technician,1,552
2026-05-25,help_desk_it_admin,cert,AWS Certified Cloud Practitioner,1,552
2026-05-25,help_desk_it_admin,cert,RHCE,1,552
2026-05-25,help_desk_it_admin,skill,Active Directory,188,552
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,188,552
2026-05-25,help_desk_it_admin,skill,Linux,82,552
2026-05-25,help_desk_it_admin,skill,TCP/IP,72,552
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),60,552
2026-05-25,help_desk_it_admin,skill,VMware,56,552
2026-05-25,help_desk_it_admin,skill,PowerShell,44,552
2026-05-25,help_desk_it_admin,skill,Group Policy,30,552
2026-05-25,help_desk_it_admin,skill,Python,28,552
2026-05-25,help_desk_it_admin,skill,Bash,24,552
2026-05-25,help_desk_it_admin,skill,Splunk,9,552
2026-05-25,help_desk_it_admin,skill,Wireshark,7,552
2026-05-25,help_desk_it_admin,skill,CrowdStrike,3,552
2026-05-25,help_desk_it_admin,skill,SentinelOne,3,552
2026-05-25,help_desk_it_admin,skill,Microsoft Defender,2,552
2026-05-25,help_desk_it_admin,yoe_bucket,3-5,50,175
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,107,175
2026-05-25,help_desk_it_admin,yoe_bucket,0,10,175
2026-05-25,help_desk_it_admin,yoe_bucket,6+,8,175
2026-05-25,help_desk_it_admin,degree,bachelor,178,552
2026-05-25,help_desk_it_admin,degree,high_school,86,552
2026-05-25,help_desk_it_admin,degree,associate,85,552
2026-05-25,help_desk_it_admin,degree,equivalent,11,552
2026-05-25,help_desk_it_admin,remote,unspecified,552,552
2026-05-25,junior_soc,cert,CySA+,13,44
2026-05-25,junior_soc,cert,CISSP,10,44
2026-05-25,junior_soc,cert,Security+,8,44
2026-05-25,junior_soc,cert,CCNA,8,44
2026-05-25,junior_soc,cert,GSEC,6,44
2026-05-25,junior_soc,cert,CCNP,5,44
2026-05-25,junior_soc,cert,GCIH,3,44
2026-05-25,junior_soc,cert,GCIA,3,44
2026-05-25,junior_soc,cert,CISM,3,44
2026-05-25,junior_soc,cert,CISA,2,44
2026-05-25,junior_soc,cert,GMON,1,44
2026-05-25,junior_soc,cert,Network+,1,44
2026-05-25,junior_soc,cert,ITIL,1,44
2026-05-25,junior_soc,cert,A+,1,44
2026-05-25,junior_soc,cert,AWS Certified Cloud Practitioner,1,44
2026-05-25,junior_soc,skill,Linux,8,44
2026-05-25,junior_soc,skill,Splunk,8,44
2026-05-25,junior_soc,skill,TCP/IP,6,44
2026-05-25,junior_soc,skill,PowerShell,6,44
2026-05-25,junior_soc,skill,Python,6,44
2026-05-25,junior_soc,skill,Microsoft Sentinel,6,44
2026-05-25,junior_soc,skill,Office 365 / M365,5,44
2026-05-25,junior_soc,skill,Incident Response,4,44
2026-05-25,junior_soc,skill,SIEM,3,44
2026-05-25,junior_soc,skill,Active Directory,3,44
2026-05-25,junior_soc,skill,NIST,2,44
2026-05-25,junior_soc,skill,QRadar,2,44
2026-05-25,junior_soc,skill,Bash,2,44
2026-05-25,junior_soc,skill,SentinelOne,2,44
2026-05-25,junior_soc,skill,Vulnerability Assessment,2,44
2026-05-25,junior_soc,yoe_bucket,0,2,16
2026-05-25,junior_soc,yoe_bucket,1-2,5,16
2026-05-25,junior_soc,yoe_bucket,3-5,9,16
2026-05-25,junior_soc,degree,high_school,2,44
2026-05-25,junior_soc,degree,bachelor,27,44
2026-05-25,junior_soc,degree,associate,2,44
2026-05-25,junior_soc,remote,unspecified,42,44
2026-05-25,junior_soc,remote,onsite,2,44
2026-05-25,help_desk_it_admin,cert,A+,84,446
2026-05-25,help_desk_it_admin,cert,ITIL,37,446
2026-05-25,help_desk_it_admin,cert,Security+,18,446
2026-05-25,help_desk_it_admin,cert,CCNA,16,446
2026-05-25,help_desk_it_admin,cert,Network+,12,446
2026-05-25,help_desk_it_admin,cert,MCSE,5,446
2026-05-25,help_desk_it_admin,cert,MCSA,4,446
2026-05-25,help_desk_it_admin,cert,CCNP,3,446
2026-05-25,help_desk_it_admin,cert,CISSP,2,446
2026-05-25,help_desk_it_admin,cert,HDI Desktop Support Technician,1,446
2026-05-25,help_desk_it_admin,cert,AWS Certified Cloud Practitioner,1,446
2026-05-25,help_desk_it_admin,cert,RHCSA,1,446
2026-05-25,help_desk_it_admin,cert,RHCE,1,446
2026-05-25,help_desk_it_admin,cert,GSEC,1,446
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,163,446
2026-05-25,help_desk_it_admin,skill,Active Directory,152,446
2026-05-25,help_desk_it_admin,skill,TCP/IP,64,446
2026-05-25,help_desk_it_admin,skill,Linux,54,446
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),49,446
2026-05-25,help_desk_it_admin,skill,VMware,36,446
2026-05-25,help_desk_it_admin,skill,PowerShell,31,446
2026-05-25,help_desk_it_admin,skill,Group Policy,19,446
2026-05-25,help_desk_it_admin,skill,Python,19,446
2026-05-25,help_desk_it_admin,skill,Bash,16,446
2026-05-25,help_desk_it_admin,skill,Microsoft 365,11,446
2026-05-25,help_desk_it_admin,skill,Microsoft Office,8,446
2026-05-25,help_desk_it_admin,skill,Help Desk Support,7,446
2026-05-25,help_desk_it_admin,skill,Splunk,7,446
2026-05-25,help_desk_it_admin,skill,Windows OS,5,446
2026-05-25,help_desk_it_admin,yoe_bucket,3-5,50,175
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,107,175
2026-05-25,help_desk_it_admin,yoe_bucket,0,10,175
2026-05-25,help_desk_it_admin,yoe_bucket,6+,8,175
2026-05-25,help_desk_it_admin,degree,bachelor,134,446
2026-05-25,help_desk_it_admin,degree,high_school,78,446
2026-05-25,help_desk_it_admin,degree,associate,75,446
2026-05-25,help_desk_it_admin,degree,equivalent,10,446
2026-05-25,help_desk_it_admin,remote,unspecified,406,446
2026-05-25,help_desk_it_admin,remote,hybrid,7,446
2026-05-25,help_desk_it_admin,remote,onsite,32,446
2026-05-25,help_desk_it_admin,remote,remote,1,446
2026-05-25,junior_soc,cert,CySA+,14,48
2026-05-25,junior_soc,cert,CISSP,11,48
2026-05-25,junior_soc,cert,Security+,8,48
2026-05-25,junior_soc,cert,CCNA,8,48
2026-05-25,junior_soc,cert,GSEC,7,48
2026-05-25,junior_soc,cert,GCIH,5,48
2026-05-25,junior_soc,cert,GCIA,5,48
2026-05-25,junior_soc,cert,CCNP,5,48
2026-05-25,junior_soc,cert,CISM,3,48
2026-05-25,junior_soc,cert,CISA,2,48
2026-05-25,junior_soc,cert,PenTest+,1,48
2026-05-25,junior_soc,cert,OSCP,1,48
2026-05-25,junior_soc,cert,GPEN,1,48
2026-05-25,junior_soc,cert,Splunk Core Certified User,1,48
2026-05-25,junior_soc,cert,GMON,1,48
2026-05-25,junior_soc,skill,Splunk,10,48
2026-05-25,junior_soc,skill,Linux,8,48
2026-05-25,junior_soc,skill,TCP/IP,7,48
2026-05-25,junior_soc,skill,PowerShell,7,48
2026-05-25,junior_soc,skill,Python,7,48
2026-05-25,junior_soc,skill,Microsoft Sentinel,7,48
2026-05-25,junior_soc,skill,Office 365 / M365,5,48
2026-05-25,junior_soc,skill,Active Directory,3,48
2026-05-25,junior_soc,skill,QRadar,2,48
2026-05-25,junior_soc,skill,Bash,2,48
2026-05-25,junior_soc,skill,SentinelOne,2,48
2026-05-25,junior_soc,skill,CrowdStrike,1,48
2026-05-25,junior_soc,skill,Wireshark,1,48
2026-05-25,junior_soc,skill,Microsoft Defender,1,48
2026-05-25,junior_soc,yoe_bucket,0,2,16
2026-05-25,junior_soc,yoe_bucket,1-2,5,16
2026-05-25,junior_soc,yoe_bucket,3-5,9,16
2026-05-25,junior_soc,degree,high_school,2,48
2026-05-25,junior_soc,degree,bachelor,31,48
2026-05-25,junior_soc,degree,associate,2,48
2026-05-25,junior_soc,remote,unspecified,48,48
2026-05-25,help_desk_it_admin,cert,A+,88,548
2026-05-25,help_desk_it_admin,cert,ITIL,44,548
2026-05-25,help_desk_it_admin,cert,CCNA,26,548
2026-05-25,help_desk_it_admin,cert,Security+,22,548
2026-05-25,help_desk_it_admin,cert,Network+,17,548
2026-05-25,help_desk_it_admin,cert,MCSE,10,548
2026-05-25,help_desk_it_admin,cert,MCSA,6,548
2026-05-25,help_desk_it_admin,cert,CCNP,4,548
2026-05-25,help_desk_it_admin,cert,RHCSA,4,548
2026-05-25,help_desk_it_admin,cert,GSEC,4,548
2026-05-25,help_desk_it_admin,cert,CISSP,2,548
2026-05-25,help_desk_it_admin,cert,CompTIA Linux+,2,548
2026-05-25,help_desk_it_admin,cert,HDI Desktop Support Technician,1,548
2026-05-25,help_desk_it_admin,cert,AWS Certified Cloud Practitioner,1,548
2026-05-25,help_desk_it_admin,cert,RHCE,1,548
2026-05-25,help_desk_it_admin,skill,Active Directory,187,548
2026-05-25,help_desk_it_admin,skill,Office 365 / M365,185,548
2026-05-25,help_desk_it_admin,skill,Linux,82,548
2026-05-25,help_desk_it_admin,skill,TCP/IP,72,548
2026-05-25,help_desk_it_admin,skill,Ticketing (ServiceNow/Jira),60,548
2026-05-25,help_desk_it_admin,skill,VMware,56,548
2026-05-25,help_desk_it_admin,skill,PowerShell,44,548
2026-05-25,help_desk_it_admin,skill,Group Policy,30,548
2026-05-25,help_desk_it_admin,skill,Python,28,548
2026-05-25,help_desk_it_admin,skill,Bash,24,548
2026-05-25,help_desk_it_admin,skill,Splunk,9,548
2026-05-25,help_desk_it_admin,skill,Wireshark,7,548
2026-05-25,help_desk_it_admin,skill,CrowdStrike,3,548
2026-05-25,help_desk_it_admin,skill,SentinelOne,3,548
2026-05-25,help_desk_it_admin,skill,Microsoft Defender,2,548
2026-05-25,help_desk_it_admin,yoe_bucket,3-5,50,174
2026-05-25,help_desk_it_admin,yoe_bucket,1-2,106,174
2026-05-25,help_desk_it_admin,yoe_bucket,0,10,174
2026-05-25,help_desk_it_admin,yoe_bucket,6+,8,174
2026-05-25,help_desk_it_admin,degree,bachelor,177,548
2026-05-25,help_desk_it_admin,degree,high_school,86,548
2026-05-25,help_desk_it_admin,degree,associate,85,548
2026-05-25,help_desk_it_admin,degree,equivalent,11,548
2026-05-25,help_desk_it_admin,remote,unspecified,548,548
2026-05-25,junior_soc,cert,CySA+,12,42
2026-05-25,junior_soc,cert,CISSP,9,42
2026-05-25,junior_soc,cert,Security+,8,42
2026-05-25,junior_soc,cert,CCNA,8,42
2026-05-25,junior_soc,cert,GSEC,6,42
2026-05-25,junior_soc,cert,CCNP,5,42
2026-05-25,junior_soc,cert,GCIH,3,42
2026-05-25,junior_soc,cert,GCIA,3,42
2026-05-25,junior_soc,cert,CISM,2,42
2026-05-25,junior_soc,cert,GMON,1,42
2026-05-25,junior_soc,cert,Network+,1,42
2026-05-25,junior_soc,cert,ITIL,1,42
2026-05-25,junior_soc,cert,A+,1,42
2026-05-25,junior_soc,cert,CISA,1,42
2026-05-25,junior_soc,cert,AWS Certified Cloud Practitioner,1,42
2026-05-25,junior_soc,skill,Linux,8,42
2026-05-25,junior_soc,skill,Splunk,7,42
2026-05-25,junior_soc,skill,TCP/IP,6,42
2026-05-25,junior_soc,skill,PowerShell,6,42
2026-05-25,junior_soc,skill,Python,6,42
2026-05-25,junior_soc,skill,Microsoft Sentinel,6,42
2026-05-25,junior_soc,skill,Office 365 / M365,5,42
2026-05-25,junior_soc,skill,Incident Response,4,42
2026-05-25,junior_soc,skill,SIEM,3,42
2026-05-25,junior_soc,skill,Active Directory,3,42
2026-05-25,junior_soc,skill,NIST,2,42
2026-05-25,junior_soc,skill,QRadar,2,42
2026-05-25,junior_soc,skill,Bash,2,42
2026-05-25,junior_soc,skill,SentinelOne,2,42
2026-05-25,junior_soc,skill,Vulnerability Assessment,2,42
2026-05-25,junior_soc,yoe_bucket,0,2,16
2026-05-25,junior_soc,yoe_bucket,1-2,5,16
2026-05-25,junior_soc,yoe_bucket,3-5,9,16
2026-05-25,junior_soc,degree,high_school,2,42
2026-05-25,junior_soc,degree,bachelor,25,42
2026-05-25,junior_soc,degree,associate,2,42
2026-05-25,junior_soc,remote,unspecified,40,42
2026-05-25,junior_soc,remote,onsite,2,42
2026-05-25,help_desk_it_admin,cert,A+,84,444
2026-05-25,help_desk_it_admin,cert,ITIL,37,444
